program_id,target_id,symbol,ensembl_id,first_trial_date,pinned_date,approved,rt_ot_overall_max,pd_ot_overall_max,rt_ot_genetic_max,pd_ot_genetic_max,rt_ot_animal_model_max,pd_ot_animal_model_max,source,rt_impc_n_phenotypes,pd_impc_n_phenotypes,rt_depmap_pan_essential,pd_depmap_pan_essential
114105,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114109,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114108,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114104,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114100,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114101,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114102,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
114103,17900,TNFRSF17,ENSG00000048462,2021-12-21,2021-06-01,True,0.7208721075438249,0.7830209415714936,0.3404152494843319,0.84417885289746,0.5599631401950802,0.8397892547171738,OpenTargets,,,,
78316,20968,FNTA,ENSG00000168522,2023-04-24,2022-06-01,True,0.5900818752898301,0.6170731475282412,0.1246384338050749,0.7178529271286254,0.8649158193991014,0.8518400758226715,OpenTargets,,,,
106625,7060,XCL1,ENSG00000143184,2022-10-23,2022-06-01,True,0.3167658097653399,0.5011945712608057,0.4530392572717528,0.8181486915881444,0.624059049631572,0.6252637277742418,OpenTargets,,,,
127567,1155,IL23A,ENSG00000110944,2023-05-17,2022-06-01,True,0.6545462725833202,0.6672556608937575,0.2810275077901077,0.4088823506744731,0.9070585522914334,0.9061722540985108,OpenTargets,,,,
115776,6934,NCSTN,ENSG00000162736,2022-08-30,2022-06-01,True,0.6897185255675784,0.759512388203898,0.8060666106291228,0.8430622632127928,,,OpenTargets,,,,
115777,6934,NCSTN,ENSG00000162736,2022-08-30,2022-06-01,True,0.6897185255675784,0.759512388203898,0.8060666106291228,0.8430622632127928,,,OpenTargets,,,,
115775,6934,NCSTN,ENSG00000162736,2022-08-30,2022-06-01,True,0.6897185255675784,0.759512388203898,0.8060666106291228,0.8430622632127928,,,OpenTargets,,,,
85124,17728,RARG,ENSG00000172819,2022-03-14,2021-06-01,True,0.6747812169219016,0.6955041013119121,0.3969696719588544,0.7647383937631944,0.7855986233119273,0.8795181296362964,OpenTargets,,,,
149587,2069,BTK,ENSG00000010671,2024-05-01,2023-06-01,True,0.914297925720107,0.9122260834513264,0.9631558073252524,0.953277683694434,0.8099676913071499,0.8088626493883266,OpenTargets,,,,
151461,2069,BTK,ENSG00000010671,2025-06-30,2025-06-01,True,0.9122260834513264,0.9122260834513264,0.953277683694434,0.953277683694434,0.8088626493883266,0.8088626493883266,OpenTargets,,,,
149586,2069,BTK,ENSG00000010671,2024-05-01,2023-06-01,True,0.914297925720107,0.9122260834513264,0.9631558073252524,0.953277683694434,0.8099676913071499,0.8088626493883266,OpenTargets,,,,
151462,2069,BTK,ENSG00000010671,2025-06-30,2025-06-01,True,0.9122260834513264,0.9122260834513264,0.953277683694434,0.953277683694434,0.8088626493883266,0.8088626493883266,OpenTargets,,,,
141513,1419,PDCD1,ENSG00000188389,2022-01-14,2021-06-01,True,0.6955501924865828,0.7251920723799639,0.607930797611621,0.751057115284062,0.7225052460068032,0.7833366779801975,OpenTargets,,,,
112259,5349,NIF3L1,ENSG00000196290,2022-12-21,2022-06-01,True,0.0877598797402964,0.323614372012808,0.1443583382929091,0.532321068918029,,,OpenTargets,,,,
135141,5349,NIF3L1,ENSG00000196290,2021-09-27,2021-06-01,True,0.0425101440274166,0.323614372012808,0.0699259589980082,0.532321068918029,,,OpenTargets,,,,
152367,17414,GPRC5D,ENSG00000111291,2022-10-20,2022-06-01,True,0.2535318246071716,0.5142573657585404,0.4170406000209605,0.4660273681554243,,,OpenTargets,,,,
150655,17670,GM2A,ENSG00000196743,2024-12-20,2024-06-01,True,0.8644776867311295,0.8675902102468058,0.91497474531884,0.9219116529108036,0.6062575602797813,0.5635144470906931,OpenTargets,,,,
127264,17670,GM2A,ENSG00000196743,2021-12-08,2021-06-01,True,0.7889874278480804,0.8675902102468058,0.8681464141415796,0.9219116529108036,0.4520496310645483,0.5635144470906931,OpenTargets,,,,
127263,17670,GM2A,ENSG00000196743,2021-12-08,2021-06-01,True,0.7889874278480804,0.8675902102468058,0.8681464141415796,0.9219116529108036,0.4520496310645483,0.5635144470906931,OpenTargets,,,,
117887,2793,NR3C2,ENSG00000151623,2022-07-07,2022-06-01,True,0.8821897903605671,0.8748708915930852,0.927776293098145,0.952937590082964,0.6102107758110897,0.5974399632073681,OpenTargets,,,,
101097,6605,IGKV2D-26,ENSG00000211623,2023-08-28,2023-06-01,True,0.0123378866367552,0.0172551904735455,,,,,OpenTargets,,,,
131139,4179,MYL4,ENSG00000198336,2022-08-19,2022-06-01,True,0.6816858735537721,0.7733483789181772,0.7950259416689238,0.8131661033489758,0.7875079878803032,0.6807416308087987,OpenTargets,,,,
94797,4179,MYL4,ENSG00000198336,2022-12-14,2022-06-01,True,0.6816858735537721,0.7733483789181772,0.7950259416689238,0.8131661033489758,0.7875079878803032,0.6807416308087987,OpenTargets,,,,
88158,5212,SMPD1,ENSG00000166311,2021-11-18,2021-06-01,True,0.8552397517087006,0.8970087817382509,0.9576984417496208,0.9697559962195154,0.4918486123113094,0.5164062750877442,OpenTargets,,,,
115640,1345,AHR,ENSG00000106546,2024-12-17,2024-06-01,False,0.7403479025534878,0.747411950879184,0.7522132393257998,0.9282435702294424,0.7550343364214371,0.7564050300765179,OpenTargets,,,,
104512,1342,GIP,ENSG00000159224,2022-06-21,2022-06-01,True,0.3267292555298557,0.4887774263917265,0.5368368849831938,0.7940656567419181,,0.4502929570596664,OpenTargets,,,,
150648,1679,ROCK2,ENSG00000134318,2025-06-16,2025-06-01,True,0.6021423146052332,0.6021423146052332,0.8235642601390685,0.8235642601390685,0.5429055915349845,0.5429055915349845,OpenTargets,,,,
152838,19782,GCGR,ENSG00000215644,2023-12-29,2023-06-01,True,0.7524553323801484,0.7900053534638549,0.7509404384417788,0.787353901980677,0.6648358359054957,0.6650172887446364,OpenTargets,,,,
92929,19782,GCGR,ENSG00000215644,2023-05-09,2022-06-01,True,0.7516319810691181,0.7900053534638549,0.7447152270742358,0.787353901980677,0.6603531471093363,0.6650172887446364,OpenTargets,,,,
